appid,name,banner,woke,description
402620,"Kindred Spirits on the Roof","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/402620/header_292x136.jpg?t=1725522450",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple lesbian characters and multiple homosexual romantic relationships."
312230,"Spirits of Xanadu","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/312230/header_292x136.jpg?t=1721158890",0,"Contains subtly pro-LGBTQ+ messaging. There are several clues indicating one of the people on the ship was involved in a same-sex romance."
381780,"80 Days","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/381780/header_292x136.jpg?t=1667296454",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual or bisexual romance options."
356560,"East Tower - Kurenai (East Tower Series Vol. 4)","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/356560/header_292x136.jpg?t=1709902488",-1,"Contains overtly pro-LGBTQ+ messaging. Features a story about gender fluidity. The player is a woman who dresses like a man and chooses a male avatar b/c she wants to be a man. Homosexual romance."
356550,"East Tower - Kuon (East Tower Series Vol. 3)","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/356550/header_292x136.jpg?t=1709902524",-1,"Contains overtly pro-LGBTQ+ messaging. Features a story about gender fluidity. The player is a woman who dresses like a man and chooses a male avatar b/c she wants to be a man."
356540,"East Tower - Takashi (East Tower Series Vol. 2)","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/356540/header_292x136.jpg?t=1709902324",-1,"Contains overtly pro-LGBTQ+ messaging. Features a story about gender fluidity. The player is a woman who dresses like a man and chooses a male avatar b/c she wants to be a man. Homosexual romance."
354950,"East Tower - Akio (East Tower Series Vol. 1)","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/354950/header_292x136.jpg?t=1709902214",-1,"Contains overtly pro-LGBTQ+ messaging. Features a story about gender fluidity. The player is a woman who dresses like a man and chooses a male avatar b/c she wants to be a man. Homosexual romance."
356530,"The Confines Of The Crown","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/356530/header_292x136.jpg?t=1666987728",-1,"Contains overtly pro-LGBTQ+ messaging. Features a trans character. One possible ending includes polyamory. One npc encourages another to engage in homosexual romance."
857200,"Planet Stronghold 2","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/857200/header_292x136.jpg?t=1684668649",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
291050,"Planet Stronghold","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/291050/header_292x136.jpg?t=1684667857",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
2741560,"SimCity™ 3000 Unlimited","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2741560/header_292x136.jpg?t=1716690294",1,"Contains no Woke content."
266010,"LYNE","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/266010/header_292x136.jpg?t=1724979609",1,"Contains no Woke content."
3330,"Zuma Deluxe","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3330/header_292x136.jpg?t=1627918693",1,"Contains no Woke content."
964040,"Snood","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/964040/header_292x136.jpg?t=1545746778",1,"Contains no Woke content."
3480,"Peggle Deluxe","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3480/header_292x136.jpg?t=1682108520",1,"Contains no Woke content."
78000,"Bejeweled® 3","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/78000/header_292x136.jpg?t=1725652822",1,"Contains no Woke content."
3300,"Bejeweled 2 Deluxe","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3300/header_292x136.jpg?t=1722544274",1,"Contains no Woke content."
3350,"Bejeweled Deluxe","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3350/header_292x136.jpg?t=1628006310",1,"Contains no Woke content."
3560,"Bejeweled Twist","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3560/header_292x136.jpg?t=1628006452",1,"Contains no Woke content."
24780,"SimCity™ 4 Deluxe Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/24780/header_292x136.jpg?t=1615244194",1,"Contains no Woke content."
683900,"RollerCoaster Tycoon® Classic","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/683900/header_292x136.jpg?t=1708720650",1,"Contains no Woke content."
285330,"RollerCoaster Tycoon® 2: Triple Thrill Pack","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/285330/header_292x136.jpg?t=1708720614",1,"Contains no Woke content."
285310,"RollerCoaster Tycoon®: Deluxe","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/285310/header_292x136.jpg?t=1711661866",1,"Contains no Woke content."
353090,"Chicken Invaders 5","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/353090/header_292x136.jpg?t=1695975407",1,"Contains no Woke content."
301300,"Chicken Invaders 4","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/301300/header_292x136.jpg?t=1695975404",1,"Contains no Woke content."
377460,"Chicken Invaders 3","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/377460/header_292x136.jpg?t=1695975452",1,"Contains no Woke content."
449550,"Chicken Invaders 2","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/449550/header_292x136.jpg?t=1667131072",1,"Contains no Woke content."
549180,"Army Men: Toys in Space","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/549180/header_292x136.jpg?t=1568749606",1,"Contains no Woke content."
694500,"Army Men RTS","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/694500/header_292x136.jpg?t=1568748488",1,"Contains no Woke content."
549170,"Army Men II","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/549170/header_292x136.jpg?t=1568749557",1,"Contains no Woke content."
549160,"Army Men","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/549160/header_292x136.jpg?t=1568749268",1,"Contains no Woke content."
3590,"Plants vs. Zombies GOTY Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3590/header_292x136.jpg?t=1615390608",1,"Contains no Woke content."
610360,"Zup! Zero","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/610360/header_292x136.jpg?t=1674747696",1,"Contains no Woke content."
566160,"Zup! 6","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/566160/header_292x136.jpg?t=1674747451",1,"Contains no Woke content."
645090,"Zup! 5","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/645090/header_292x136.jpg?t=1674747380",1,"Contains no Woke content."
591420,"Zup! 4","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/591420/header_292x136.jpg?t=1674746703",1,"Contains no Woke content."
575640,"Zup! 3","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/575640/header_292x136.jpg?t=1674746592",1,"Contains no Woke content."
562220,"Zup! 2","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/562220/header_292x136.jpg?t=1674746262",1,"Contains no Woke content."
533300,"Zup!","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/533300/header_292x136.jpg?t=1674745921",1,"Contains no Woke content."
375770,"Quantum Conscience","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/375770/header_292x136.jpg?t=1582826217",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
301380,"Date Warp","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/301380/header_292x136.jpg?t=1667001013",0,"Contains subtly pro-LGBTQ+ messaging. One possible ending involves the player character in a polyamorous relationship."
397270,"A Kiss For The Petals - Remembering How We Met","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/397270/header_292x136.jpg?t=1725524548",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is a lesbian. Features homosexual characters and a homosexual romantic relationship."
1253920,"Rogue Legacy 2","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1253920/header_292x136.jpg?t=1710829748",0,"Contains subtly pro-LGBTQ+ messaging. The Gay character trait has been replaced by the Nature character trait, which now includes bisexuality."
241600,"Rogue Legacy","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/241600/header_292x136.jpg?t=1698842801",0,"Contains subtly pro-LGBTQ+ messaging. Gay character trait - Switches the Knight and Lady statue benefits and makes the player character's lover the same sex as the player character."
310080,"Hatoful Boyfriend","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/310080/header_292x136.jpg?t=1671034322",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
441440,"Sometimes Always Monsters","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/441440/header_292x136.jpg?t=1623263500",-1,"Contains overtly pro-LGBTQ+ messaging. Contains overtly pro-DEI messaging. Homosexual player character option. Trans characters can be imported. Most npcs are diverse females. Anti-male dialogue."
274310,"Always Sometimes Monsters","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/274310/header_292x136.jpg?t=1623263497",-1,"Contains overtly pro-LGBTQ+ messaging. Homosexual and trans player character options. Heavy social commentary. A minor npc is trans and provides commentary on gender identity."
303430,"Roundabout","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/303430/header_292x136.jpg?t=1584573825",-1,"Contains overtly pro-LGBTQ+ messaging. Features LGBTQ+ characters. The player is a lesbian who struggles to drive in a straight line. Her girlfriend ultimately says she'll accept her for who she is."
259680,"Tales of Maj'Eyal","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/259680/header_292x136.jpg?t=1660605732",0,"Contains subtly pro-LGBTQ+ messaging. Optional homosexual romance."
416870,"Kitty Powers' Love Life","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/416870/header_292x136.jpg?t=1667128773",-1,"Contains overtly pro-LGBTQ+ messaging. Features many LGBTQ+ characters and interactions."
285740,"Kitty Powers' Matchmaker","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/285740/header_292x136.jpg?t=1667128887",-1,"Contains overtly pro-LGBTQ+ messaging. Features many LGBTQ+ characters and interactions."
1466860,"Age of Empires IV: Anniversary Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1466860/header_292x136.jpg?t=1724793729",0,"Contains subtly pro-DEI messaging. Shows women in historically inaccurate roles, performing labor tasks like mining and construction alongside men."
933110,"Age of Empires III: Definitive Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/933110/header_292x136.jpg?t=1691530205",-1,"Contains overtly pro-DEI and overtly anti-colonialism messaging. A developer note displayed upon launch states how 'problematic and harmful' aspects of the original game have been changed."
813780,"Age of Empires II: Definitive Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/813780/header_292x136.jpg?t=1716242966",0,"Contains subtly pro-DEI messaging. The Return of Rome dlc adds female villagers who are shown in historically inaccurate roles, performing labor tasks like mining and construction alongside men."
1017900,"Age of Empires: Definitive Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1017900/header_292x136.jpg?t=1688053940",1,"Contains no Woke content."
266840,"Age of Mythology: Extended Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/266840/header_292x136.jpg?t=1726236507",0,"Contains subtly pro-DEI messaging. Shows women in historically inaccurate roles, performing labor tasks like mining and construction alongside men."
221380,"Age of Empires II (Retired)","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/221380/header_292x136.jpg?t=1705596928",0,"Contains subtly pro-DEI messaging. Shows women in historically inaccurate roles, performing labor tasks like mining and construction alongside men."
105450,"Age of Empires® III (2007)","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/105450/header_292x136.jpg?t=1667261661",0,"Contains subtly pro-DEI messaging. Shows women in historically inaccurate roles, performing labor tasks like mining and construction alongside men."
2732960,"Command & Conquer™ Generals Zero Hour","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2732960/header_292x136.jpg?t=1722559948",1,"Contains no Woke content."
2229870,"Command & Conquer™ Generals","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2229870/header_292x136.jpg?t=1712754667",1,"Contains no Woke content."
2229850,"Command & Conquer Red Alert™ 2 and Yuri’s Revenge™","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2229850/header_292x136.jpg?t=1722611810",1,"Contains no Woke content."
2229840,"Command & Conquer Red Alert™, Counterstrike™ and The Aftermath™","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2229840/header_292x136.jpg?t=1711105061",1,"Contains no Woke content."
2229890,"Command & Conquer Renegade™","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2229890/header_292x136.jpg?t=1722560138",1,"Contains no Woke content."
1213210,"Command & Conquer™ Remastered Collection","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1213210/header_292x136.jpg?t=1659021785",1,"Contains no Woke content."
2229830,"Command & Conquer™ and The Covert Operations™","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2229830/header_292x136.jpg?t=1711104386",1,"Contains no Woke content."
2229880,"Command & Conquer™ Tiberian Sun™ and Firestorm™","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2229880/header_292x136.jpg?t=1712754803",1,"Contains no Woke content."
47700,"Command & Conquer™ 4 Tiberian Twilight","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/47700/header_292x136.jpg?t=1711107241",1,"Contains no Woke content."
356580,"Aerannis","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/356580/header_292x136.jpg?t=1695548174",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is trans. The intro screens show characters with birth status and gender ID."
384550,"Painters Guild","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/384550/header_292x136.jpg?t=1693587928",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual player character option. Multiple homosexual npcs."
368500,"Assassin's Creed® Syndicate","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/368500/header_292x136.jpg?t=1692034785",-1,"Contains overtly pro-LGBTQ+ messaging. According to the official Assassin's Creed Tumblr account, the male player character is bisexual. The npc Ned Wynert is trans; Social commentary in the database."
866800,"The Walking Dead: The Final Season","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/866800/header_292x136.jpg?t=1681496753",0,"Contains subtly pro-LGBTQ+ messaging. Multiple minor LGBTQ+ npcs. Optional homosexual romance. According to writer Mary Kenney, the player character is bi."
261030,"The Walking Dead: Season Two","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/261030/header_292x136.jpg?t=1612901674",0,"Contains subtly pro-LGBTQ+ messaging. Multiple minor LGBTQ+ npcs. According to writer Mary Kenney, the player character is bi."
206420,"Saints Row IV: Re-Elected","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/206420/header_292x136.jpg?t=1725437675",0,"Contains subtly pro-LGBTQ+ messaging. During character creation, all options remain available despite one's choice of male or female, including unrestricted voice options. Homosexual romance options."
329430,"State of Decay: YOSE","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/329430/header_292x136.jpg?t=1701649701",0,"Contains subtly pro-LGBTQ+ messaging. Two gay characters, one of whom is playable. Light social commentary. Dialogue includes commentary on their experiences as homosexuals."
241540,"State of Decay","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/241540/header_292x136.jpg?t=1573205685",0,"Contains subtly pro-LGBTQ+ messaging. Two gay characters, one of whom is playable. Light social commentary. Dialogue includes commentary on their experiences as homosexuals."
978300,"Saints Row®: The Third™ Remastered","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/978300/header_292x136.jpg?t=1725434774",0,"Contains subtly pro-LGBTQ+ messaging. During character creation, all options remain available despite one's choice of male or female, including unrestricted voice options."
55230,"Saints Row: The Third","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/55230/header_292x136.jpg?t=1725434603",0,"Contains subtly pro-LGBTQ+ messaging. During character creation, all options remain available despite one's choice of male or female, including unrestricted voice options."
6920,"Deus Ex: Invisible War","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/6920/header_292x136.jpg?t=1700763392",0,"Contains subtly pro-LGBTQ+ messaging. Optional homosexual interaction. If the player is male, one of the ways to progress the story involves flirting with a male npc."
294860,"Valkyria Chronicles™","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/294860/header_292x136.jpg?t=1709293968",0,"Contains subtly pro-LGBTQ+ messaging. Multiple minor LGBTQ+ npcs. Squad members can have a Potential indicating their preference for members of the same sex. They have voice lines showcasing this too."
853450,"Nevergrind Online","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/853450/header_292x136.jpg?t=1722131340",1,"Contains no Woke content."
1637730,"Crystal Project","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1637730/header_292x136.jpg?t=1724958121",0,"Contains subtly pro-LGBTQ+ messaging. There is an npc who offers gender change services. There is also an achievement for utilizing this service called Gender Changed."
1714420,"Fursan al-Aqsa: The Knights of the Al-Aqsa Mosque","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1714420/header_292x136.jpg?t=1726328602",1,"Contains no Woke content."
1922960,"Labyrinth of Zangetsu","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1922960/header_292x136.jpg?t=1725893855",1,"Contains no Woke content."
1876890,"Wandering Sword","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1876890/header_292x136.jpg?t=1726043174",1,"Contains no Woke content."
12200,"Bully: Scholarship Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/12200/header_292x136.jpg?t=1723486156",-1,"Contains overtly pro-LGBTQ+ messaging. The player character can kiss other boys. There is an achievement for doing so called Over the Rainbow."
7110,"Jade Empire™: Special Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/7110/header_292x136.jpg?t=1615289389",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
1523990,"Vampire: The Masquerade — Sins of the Sires","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1523990/header_292x136.jpg?t=1684111071",-1,"Contains overtly pro-LGBTQ+ messaging. LGBTQ+ player character options including non-binary, androgynous, gay, bisexual, queer, or ace."
2600,"Vampire: The Masquerade - Bloodlines","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2600/header_292x136.jpg?t=1604376441",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options. Same-sex flirting options depending on player choices."
288470,"Fable Anniversary","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/288470/header_292x136.jpg?t=1577393306",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance and marriage options. Optional polyamory/polygamy."
1410710,"Democracy 4","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1410710/header_292x136.jpg?t=1679835311",-1,"Contains overtly pro-LGBTQ+ messaging. From the Feb. 3, 2021 update notes: Gender Transition Act - Studies have shown that transition is the best method currently available to treat gender dysphoria."
245470,"Democracy 3","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/245470/header_292x136.jpg?t=1726039679",0,"Contains subtly pro-DEI and subtly pro-climate action messaging. Various social justice and representation policies. Various green tech initiatives all described as being helpful for the environment."
2000210,"Mythwrecked: Ambrosia Island","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2000210/header_292x136.jpg?t=1725020629",-1,"Contains overtly pro-DEI messaging. Race swaps multiple Greek gods and gives them contemporary fashion designs."
1284210,"Guild Wars 2","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1284210/header_292x136.jpg?t=1717542711",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple LGBTQ+ characters and interactions including multiple trans characters. Forced, positive dialogue about transitioning."
294100,"RimWorld","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/294100/header_292x136.jpg?t=1725405670",-1,"Contains overtly pro-LGBTQ+ messaging. Contains subtly pro-Transhumanist messaging. Possible colonist traits include gay, bi, asexual, or transhumanist. They/them pronouns used to refer to individuals"
326950,"Sword of Asumi","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/326950/header_292x136.jpg?t=1711204795",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
312970,"My Ex-Boyfriend the Space Tyrant","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/312970/header_292x136.jpg?t=1712022100",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is gay. Features a story about gay characters and interactions."
293920,"Spirited Heart Deluxe","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/293920/header_292x136.jpg?t=1684562617",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
251990,"Long Live The Queen","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/251990/header_292x136.jpg?t=1666988646",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance option. This outcome is only evident in one of the game's possible epilogues."
47890,"The Sims™ 3","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/47890/header_292x136.jpg?t=1725652700",0,"Contains subtly pro-LGBTQ+ messaging. The player can make sims engage in romantic interactions regardless of their individual gender preferences."
232430,"Gone Home","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/232430/header_292x136.jpg?t=1683128551",-1,"Contains overtly pro-LGBTQ+ messaging. Heavy social commentary. Features a LGBTQ+ coming out story."
263520,"Enola","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/263520/header_292x136.jpg?t=1614780716",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is a lesbian. Features the player character's relationship with her girlfriend."
409920,"Brilliant Shadows - Part One of the Book of Gray Magic","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/409920/header_292x136.jpg?t=1570220969",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is a lesbian."
543980,"Zombie Exodus: Safe Haven","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/543980/header_292x136.jpg?t=1680676115",0,"Contains subtly pro-LGBTQ+ messaging. Gay, bi, or asexual player character and romance options."
411570,"Zombie Exodus","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/411570/header_292x136.jpg?t=1680676141",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
416640,"Diabolical","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/416640/header_292x136.jpg?t=1680675561",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual or bisexual romance options."
397780,"A Wise Use of Time","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/397780/header_292x136.jpg?t=1680675415",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual or bisexual romance options."
318310,"Choice of the Deathless","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/318310/header_292x136.jpg?t=1683752655",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
339350,"Choice of Robots","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/339350/header_292x136.jpg?t=1725672625",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
1629210,"Tales Of Aravorn: An Elven Marriage","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1629210/header_292x136.jpg?t=1713618616",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
257970,"Loren The Amazon Princess","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/257970/header_292x136.jpg?t=1711635666",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
333390,"Tales of Aravorn: Seasons Of The Wolf","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/333390/header_292x136.jpg?t=1686552736",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
317300,"Roommates","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/317300/header_292x136.jpg?t=1724147967",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual romance options."
47810,"Dragon Age: Origins - Ultimate Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/47810/header_292x136.jpg?t=1706729390",0,"Contains subtly pro-LGBTQ+ messaging. Homosexual and polyamorous romance options."
746400,"Speed Dating for Ghosts","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/746400/header_292x136.jpg?t=1617835652",-1,"Contains overtly pro-LGBTQ+ messaging. Multiple non-binary npcs that use they/them pronouns."
270310,"Dominique Pamplemousse","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/270310/header_292x136.jpg?t=1478023213",-1,"Contains overtly pro-LGBTQ+ messaging. The player character is described as having an ambiguous gender and uses they/them pronouns according to the game's website."
219950,"NiGHTS Into Dreams","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/219950/header_292x136.jpg?t=1632736112",0,"Contains subtly pro-LGBTQ+ messaging. All dream world characters are considered genderless including the player character, who has been referred to using they/them pronouns by Sega."
1151340,"Fallout 76","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1151340/header_292x136.jpg?t=1725391345",-1,"Contains overtly pro-LGBTQ+ messaging. Pride flags and player icons. Multiple LGBTQ+ npcs and interactions, including non-binary npcs that use they/them pronouns."
247080,"Crypt of the NecroDancer","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/247080/header_292x136.jpg?t=1726256879",0,"Contains subtly pro-LGBTQ+ messaging. The game's artist Ted Martens has described the character Bolt as being genderqueer and not fully identifying male or female."
680700,"OK K.O.! Let’s Play Heroes","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/680700/header_292x136.jpg?t=1531494233",0,"Contains subtly pro-LGBTQ+ messaging. The npc Radicles X has been described by show writer Toby Jones as being fluid on his sexuality."
613830,"CHRONO TRIGGER®","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/613830/header_292x136.jpg?t=1719545360",0,"Contains subtly pro-LGBTQ+ messaging. The minor npc Flea is a male cross-dresser that uses feminine pronouns in Japanese. This character comments on the male vs female distinction not mattering."
1172470,"Apex Legends™","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1172470/header_292x136.jpg?t=1726164032",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple LGBTQ+ characters. Catalyst is trans. Bloodhound is non-binary and uses they/them pronouns."
237930,"Transistor","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/237930/header_292x136.jpg?t=1601337924",-1,"Contains overtly pro-LGBTQ+ messaging. Npcs can have X gender, such as the npc Bailey Gilande."
1585130,"VERSUS: The Deathscapes","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1585130/header_292x136.jpg?t=1680674755",-1,"Contains overtly pro-LGBTQ+ messaging. LGBTQ+ player character options including gay, bi, pan, or ace. Dozens of gender identification options."
568610,"VERSUS: The Elite Trials","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/568610/header_292x136.jpg?t=1680675479",-1,"Contains overtly pro-LGBTQ+ messaging. Non-binary player character option."
396230,"VERSUS: The Lost Ones","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/396230/header_292x136.jpg?t=1715606635",-1,"Contains overtly pro-LGBTQ+ messaging. Non-binary player character options including transgender, intersex, or a non-categorizable gender identity."
1343400,"RuneScape ®","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1343400/header_292x136.jpg?t=1702553711",-1,"Contains overtly pro-LGBTQ+ messaging. The event titled Tales of Pride features LGBTQ+ characters and interactions, a pride flag banner, and a rainbow cosmetic item."
1400870,"When The Night Comes","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1400870/header_292x136.jpg?t=1680275413",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection. Features LGBTQ+ characters and interactions including a non-binary npc that uses they/them pronouns. Homosexual romance and polyamory options."
1222730,"STAR WARS™: Squadrons","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1222730/header_292x136.jpg?t=1662047498",-1,"Contains overtly pro-LGBTQ+ messaging. The npc Keo Venzee is non-binary and uses they/them pronouns. This character also wears a helmet with the non-binary flag colors on it."
